run_id,hk_ft_per_day,particle_id,point_id,x_ft,y_ft
run_14,12.303480,1,1,56382.900,49758.500
run_14,12.303480,1,2,56382.900,49758.500
run_14,12.303480,1,3,56470.700,49708.500
run_14,12.303480,1,4,56560.700,49660.200
run_14,12.303480,1,5,56652.700,49616.400
run_14,12.303480,1,6,56747.700,49581.200
run_14,12.303480,1,7,56846.200,49565.900
run_14,12.303480,1,8,56886.300,49573.400
run_14,12.303480,1,9,56886.300,49573.400
run_14,12.303480,1,10,56886.300,49573.400
run_14,12.303480,2,1,56383.000,49758.800
run_14,12.303480,2,2,56383.000,49758.800
run_14,12.303480,2,3,56476.400,49720.000
run_14,12.303480,2,4,56572.800,49686.700
run_14,12.303480,2,5,56672.400,49664.900
run_14,12.303480,2,6,56773.900,49664.600
run_14,12.303480,2,7,56867.600,49701.200
run_14,12.303480,2,8,56934.500,49775.800
run_14,12.303480,2,9,56952.500,49809.200
run_14,12.303480,2,10,56952.500,49809.200
run_14,12.303480,2,11,56952.500,49809.200
run_14,12.303480,3,1,56383.100,49759.000
run_14,12.303480,3,2,56383.100,49759.000
run_14,12.303480,3,3,56480.600,49732.200
run_14,12.303480,3,4,56581.100,49714.500
run_14,12.303480,3,5,56683.000,49714.800
run_14,12.303480,3,6,56780.200,49744.300
run_14,12.303480,3,7,56858.100,49808.900
run_14,12.303480,3,8,56907.200,49897.400
run_14,12.303480,3,9,56931.500,49995.600
run_14,12.303480,3,10,56936.400,50041.200
run_14,12.303480,3,11,56936.400,50041.200
run_14,12.303480,3,12,56936.400,50041.200
run_14,12.303480,4,1,56383.200,49759.200
run_14,12.303480,4,2,56383.200,49759.200
run_14,12.303480,4,3,56483.200,49744.800
run_14,12.303480,4,4,56585.200,49742.800
run_14,12.303480,4,5,56685.000,49763.900
run_14,12.303480,4,6,56772.300,49816.000
run_14,12.303480,4,7,56834.500,49896.300
run_14,12.303480,4,8,56869.000,49991.700
run_14,12.303480,4,9,56881.100,50092.400
run_14,12.303480,4,10,56875.900,50193.800
run_14,12.303480,4,11,56869.000,50239.800
run_14,12.303480,4,12,56869.000,50239.800
run_14,12.303480,4,13,56869.000,50239.800
run_14,12.303480,5,1,56383.200,49759.500
run_14,12.303480,5,2,56383.200,49759.500
run_14,12.303480,5,3,56484.200,49757.600
run_14,12.303480,5,4,56585.400,49771.200
run_14,12.303480,5,5,56679.400,49810.600
run_14,12.303480,5,6,56754.700,49879.100
run_14,12.303480,5,7,56802.600,49968.700
run_14,12.303480,5,8,56824.700,50068.000
run_14,12.303480,5,9,56826.200,50169.600
run_14,12.303480,5,10,56811.800,50270.200
run_14,12.303480,5,11,56784.700,50368.200
run_14,12.303480,5,12,56772.000,50403.700
run_14,12.303480,5,13,56772.000,50403.700
run_14,12.303480,5,14,56772.000,50403.700
run_14,12.303480,6,1,56383.200,49759.700
run_14,12.303480,6,2,56383.200,49759.700
run_14,12.303480,6,3,56483.700,49770.400
run_14,12.303480,6,4,56581.700,49798.800
run_14,12.303480,6,5,56667.600,49853.800
run_14,12.303480,6,6,56730.200,49934.100
run_14,12.303480,6,7,56765.400,50029.600
run_14,12.303480,6,8,56776.500,50130.700
run_14,12.303480,6,9,56768.700,50232.100
run_14,12.303480,6,10,56746.300,50331.400
run_14,12.303480,6,11,56712.200,50427.200
run_14,12.303480,6,12,56668.700,50519.100
run_14,12.303480,6,13,56658.600,50537.600
run_14,12.303480,6,14,56658.600,50537.600
run_14,12.303480,6,15,56658.600,50537.600
run_14,12.303480,7,1,56383.100,49760.000
run_14,12.303480,7,2,56383.100,49760.000
run_14,12.303480,7,3,56481.500,49783.100
run_14,12.303480,7,4,56574.400,49825.300
run_14,12.303480,7,5,56650.600,49893.200
run_14,12.303480,7,6,56700.900,49981.800
run_14,12.303480,7,7,56724.400,50080.800
run_14,12.303480,7,8,56725.700,50182.600
run_14,12.303480,7,9,56709.700,50283.100
run_14,12.303480,7,10,56680.200,50380.500
run_14,12.303480,7,11,56640.100,50474.000
run_14,12.303480,7,12,56591.300,50563.300
run_14,12.303480,7,13,56565.100,50605.100
run_14,12.303480,7,14,56565.100,50605.100
run_14,12.303480,7,15,56565.100,50605.100
run_14,12.303480,8,1,56383.100,49760.200
run_14,12.303480,8,2,56383.100,49760.200
run_14,12.303480,8,3,56477.800,49795.300
run_14,12.303480,8,4,56563.900,49850.100
run_14,12.303480,8,5,56629.400,49928.400
run_14,12.303480,8,6,56667.900,50022.700
run_14,12.303480,8,7,56680.800,50123.800
run_14,12.303480,8,8,56673.300,50225.300
run_14,12.303480,8,9,56649.900,50324.400
run_14,12.303480,8,10,56614.300,50419.700
run_14,12.303480,8,11,56568.800,50510.800
run_14,12.303480,8,12,56515.500,50597.500
run_14,12.303480,8,13,56455.700,50679.800
run_14,12.303480,8,14,56441.900,50697.300
run_14,12.303480,8,15,56441.900,50697.300
run_14,12.303480,8,16,56441.900,50697.300
run_14,12.303480,9,1,56383.000,49760.400
run_14,12.303480,9,2,56383.000,49760.400
run_14,12.303480,9,3,56472.600,49807.100
run_14,12.303480,9,4,56550.500,49873.000
run_14,12.303480,9,5,56604.900,49959.300
run_14,12.303480,9,6,56632.200,50057.500
run_14,12.303480,9,7,56635.500,50159.400
run_14,12.303480,9,8,56620.000,50260.100
run_14,12.303480,9,9,56590.000,50357.400
run_14,12.303480,9,10,56548.800,50450.500
run_14,12.303480,9,11,56498.800,50539.200
run_14,12.303480,9,12,56441.600,50623.400
run_14,12.303480,9,13,56378.600,50703.300
run_14,12.303480,9,14,56350.700,50735.600
run_14,12.303480,9,15,56350.700,50735.600
run_14,12.303480,9,16,56350.700,50735.600
run_14,12.303480,10,1,56382.900,49760.600
run_14,12.303480,10,2,56382.900,49760.600
run_14,12.303480,10,3,56466.000,49818.100
run_14,12.303480,10,4,56534.600,49893.600
run_14,12.303480,10,5,56577.800,49986.100
run_14,12.303480,10,6,56594.500,50086.600
run_14,12.303480,10,7,56588.900,50188.400
run_14,12.303480,10,8,56566.200,50287.700
run_14,12.303480,10,9,56530.300,50383.100
run_14,12.303480,10,10,56484.300,50473.900
run_14,12.303480,10,11,56430.300,50560.200
run_14,12.303480,10,12,56369.700,50642.100
run_14,12.303480,10,13,56304.000,50719.800
run_14,12.303480,10,14,56233.900,50793.500
run_14,12.303480,10,15,56227.000,50800.300
run_14,12.303480,10,16,56227.000,50800.300
run_14,12.303480,10,17,56227.000,50800.300
run_14,12.303480,11,1,56382.700,49760.800
run_14,12.303480,11,2,56382.700,49760.800
run_14,12.303480,11,3,56458.100,49828.100
run_14,12.303480,11,4,56516.500,49911.800
run_14,12.303480,11,5,56548.600,50008.700
run_14,12.303480,11,6,56555.400,50110.400
run_14,12.303480,11,7,56541.700,50211.400
run_14,12.303480,11,8,56512.400,50309.000
run_14,12.303480,11,9,56471.200,50402.200
run_14,12.303480,11,10,56420.900,50490.800
run_14,12.303480,11,11,56363.400,50574.800
run_14,12.303480,11,12,56300.000,50654.500
run_14,12.303480,11,13,56232.000,50730.200
run_14,12.303480,11,14,56160.100,50802.300
run_14,12.303480,11,15,56141.700,50819.700
run_14,12.303480,11,16,56141.700,50819.700
run_14,12.303480,11,17,56141.700,50819.700
run_14,12.303480,12,1,56382.500,49761.000
run_14,12.303480,12,2,56382.500,49761.000
run_14,12.303480,12,3,56449.000,49837.100
run_14,12.303480,12,4,56496.700,49927.400
run_14,12.303480,12,5,56517.900,50027.200
run_14,12.303480,12,6,56515.400,50129.100
run_14,12.303480,12,7,56494.200,50228.800
run_14,12.303480,12,8,56458.900,50324.500
run_14,12.303480,12,9,56413.000,50415.400
run_14,12.303480,12,10,56358.900,50501.700
run_14,12.303480,12,11,56298.300,50583.600
run_14,12.303480,12,12,56232.500,50661.300
run_14,12.303480,12,13,56162.600,50735.300
run_14,12.303480,12,14,56089.300,50806.000
run_14,12.303480,12,15,56060.400,50832.300
run_14,12.303480,12,16,56060.400,50832.300
run_14,12.303480,12,17,56060.400,50832.300
run_14,12.303480,13,1,56382.300,49761.200
run_14,12.303480,13,2,56382.300,49761.200
run_14,12.303480,13,3,56438.900,49844.900
run_14,12.303480,13,4,56475.400,49940.200
run_14,12.303480,13,5,56486.100,50041.700
run_14,12.303480,13,6,56474.900,50143.100
run_14,12.303480,13,7,56446.800,50241.100
run_14,12.303480,13,8,56406.100,50334.500
run_14,12.303480,13,9,56355.900,50423.200
run_14,12.303480,13,10,56298.400,50507.300
run_14,12.303480,13,11,56235.200,50587.200
run_14,12.303480,13,12,56167.300,50663.100
run_14,12.303480,13,13,56095.800,50735.700
run_14,12.303480,13,14,56021.400,50805.100
run_14,12.303480,13,15,55944.600,50871.900
run_14,12.303480,13,16,55944.400,50872.100
run_14,12.303480,13,17,55944.400,50872.100
run_14,12.303480,13,18,55944.400,50872.100
run_14,12.303480,14,1,56382.100,49761.300
run_14,12.303480,14,2,56382.100,49761.300
run_14,12.303480,14,3,56427.900,49851.400
run_14,12.303480,14,4,56453.000,49950.300
run_14,12.303480,14,5,56453.700,50052.400
run_14,12.303480,14,6,56434.200,50152.500
run_14,12.303480,14,7,56399.800,50248.500
run_14,12.303480,14,8,56354.200,50339.600
run_14,12.303480,14,9,56300.100,50426.000
run_14,12.303480,14,10,56239.600,50508.000
run_14,12.303480,14,11,56174.100,50586.000
run_14,12.303480,14,12,56104.500,50660.400
run_14,12.303480,14,13,56031.700,50731.600
run_14,12.303480,14,14,55956.400,50800.100
run_14,12.303480,14,15,55879.100,50866.300
run_14,12.303480,14,16,55870.700,50873.300
run_14,12.303480,14,17,55870.700,50873.300
run_14,12.303480,14,18,55870.700,50873.300
run_14,12.303480,15,1,56381.900,49761.400
run_14,12.303480,15,2,56381.900,49761.400
run_14,12.303480,15,3,56416.100,49856.500
run_14,12.303480,15,4,56429.900,49957.600
run_14,12.303480,15,5,56420.900,50059.200
run_14,12.303480,15,6,56393.800,50157.600
run_14,12.303480,15,7,56353.500,50251.300
run_14,12.303480,15,8,56303.400,50340.000
run_14,12.303480,15,9,56245.900,50424.200
run_14,12.303480,15,10,56182.700,50504.100
run_14,12.303480,15,11,56115.200,50580.400
run_14,12.303480,15,12,56044.100,50653.400
run_14,12.303480,15,13,55970.300,50723.500
run_14,12.303480,15,14,55894.200,50791.300
run_14,12.303480,15,15,55816.500,50857.100
