run_id,hk_ft_per_day,particle_id,point_id,x_ft,y_ft
run_13,21.002297,1,1,56382.900,49758.400
run_13,21.002297,1,2,56382.900,49758.400
run_13,21.002297,1,3,56467.200,49701.500
run_13,21.002297,1,4,56553.300,49646.700
run_13,21.002297,1,5,56641.900,49596.400
run_13,21.002297,1,6,56734.500,49555.100
run_13,21.002297,1,7,56832.200,49534.900
run_13,21.002297,1,8,56874.500,49541.100
run_13,21.002297,1,9,56874.500,49541.100
run_13,21.002297,1,10,56874.500,49541.100
run_13,21.002297,2,1,56383.000,49758.600
run_13,21.002297,2,2,56383.000,49758.600
run_13,21.002297,2,3,56473.700,49712.600
run_13,21.002297,2,4,56567.500,49672.200
run_13,21.002297,2,5,56665.200,49643.400
run_13,21.002297,2,6,56766.400,49636.000
run_13,21.002297,2,7,56862.600,49666.100
run_13,21.002297,2,8,56935.300,49735.200
run_13,21.002297,2,9,56956.900,49768.700
run_13,21.002297,2,10,56956.900,49768.700
run_13,21.002297,2,11,56956.900,49768.700
run_13,21.002297,3,1,56383.100,49758.800
run_13,21.002297,3,2,56383.100,49758.800
run_13,21.002297,3,3,56478.900,49724.500
run_13,21.002297,3,4,56577.800,49699.400
run_13,21.002297,3,5,56679.400,49692.300
run_13,21.002297,3,6,56778.600,49714.600
run_13,21.002297,3,7,56861.300,49773.000
run_13,21.002297,3,8,56917.600,49857.100
run_13,21.002297,3,9,56950.300,49952.900
run_13,21.002297,3,10,56959.100,49998.000
run_13,21.002297,3,11,56959.100,49998.000
run_13,21.002297,3,12,56959.100,49998.000
run_13,21.002297,4,1,56383.100,49759.100
run_13,21.002297,4,2,56383.100,49759.100
run_13,21.002297,4,3,56482.500,49737.000
run_13,21.002297,4,4,56584.100,49727.500
run_13,21.002297,4,5,56685.100,49741.100
run_13,21.002297,4,6,56776.200,49786.400
run_13,21.002297,4,7,56844.700,49861.300
run_13,21.002297,4,8,56887.200,49953.500
run_13,21.002297,4,9,56907.900,50052.900
run_13,21.002297,4,10,56911.400,50154.400
run_13,21.002297,4,11,56908.600,50199.200
run_13,21.002297,4,12,56908.600,50199.200
run_13,21.002297,4,13,56908.600,50199.200
run_13,21.002297,5,1,56383.200,49759.300
run_13,21.002297,5,2,56383.200,49759.300
run_13,21.002297,5,3,56484.500,49749.700
run_13,21.002297,5,4,56586.400,49755.800
run_13,21.002297,5,5,56683.100,49788.000
run_13,21.002297,5,6,56763.500,49850.400
run_13,21.002297,5,7,56818.700,49935.800
