run_id,hk_ft_per_day,particle_id,point_id,x_ft,y_ft
run_08,42.189363,1,1,56382.600,49758.100
run_08,42.189363,1,2,56382.600,49758.100
run_08,42.189363,1,3,56455.700,49687.000
run_08,42.189363,1,4,56531.000,49618.000
run_08,42.189363,1,5,56610.300,49554.000
run_08,42.189363,1,6,56696.500,49500.800
run_08,42.189363,1,7,56792.900,49474.900
run_08,42.189363,1,8,56837.800,49481.900
run_08,42.189363,1,9,56837.800,49481.900
run_08,42.189363,1,10,56837.800,49481.900
run_08,42.189363,2,1,56382.800,49758.300
run_08,42.189363,2,2,56382.800,49758.300
run_08,42.189363,2,3,56464.200,49696.800
run_08,42.189363,2,4,56549.500,49640.900
run_08,42.189363,2,5,56641.500,49596.900
run_08,42.189363,2,6,56741.000,49576.900
run_08,42.189363,2,7,56839.600,49598.100
run_08,42.189363,2,8,56919.500,49659.300
run_08,42.189363,2,9,56978.100,49741.400
run_08,42.189363,2,10,56978.500,49742.000
run_08,42.189363,2,11,56978.500,49742.000
run_08,42.189363,2,12,56978.500,49742.000
run_08,42.189363,3,1,56382.900,49758.500
run_08,42.189363,3,2,56382.900,49758.500
run_08,42.189363,3,3,56471.300,49707.600
run_08,42.189363,3,4,56564.500,49665.900
run_08,42.189363,3,5,56663.800,49643.200
run_08,42.189363,3,6,56765.100,49652.300
run_08,42.189363,3,7,56854.300,49700.400
run_08,42.189363,3,8,56921.600,49776.100
run_08,42.189363,3,9,56968.500,49866.000
run_08,42.189363,3,10,56998.800,49962.800
run_08,42.189363,3,11,57000.600,49970.400
run_08,42.189363,3,12,57000.600,49970.400
run_08,42.189363,3,13,57000.600,49970.400
run_08,42.189363,4,1,56383.000,49758.700
run_08,42.189363,4,2,56383.000,49758.700
run_08,42.189363,4,3,56477.100,49719.300
run_08,42.189363,4,4,56575.600,49692.600
run_08,42.189363,4,5,56677.500,49690.400
run_08,42.189363,4,6,56774.000,49722.700
run_08,42.189363,4,7,56852.200,49787.600
run_08,42.189363,4,8,56908.100,49872.400
run_08,42.189363,4,9,56944.500,49967.200
run_08,42.189363,4,10,56965.000,50066.700
run_08,42.189363,4,11,56972.500,50168.000
run_08,42.189363,4,12,56972.600,50173.200
run_08,42.189363,4,13,56972.600,50173.200
run_08,42.189363,4,14,56972.600,50173.200
run_08,42.189363,5,1,56383.100,49759.000
run_08,42.189363,5,2,56383.100,49759.000
run_08,42.189363,5,3,56481.400,49731.500
run_08,42.189363,5,4,56582.800,49720.200
run_08,42.189363,5,5,56683.400,49736.900
run_08,42.189363,5,6,56772.000,49787.100
run_08,42.189363,5,7,56839.300,49863.300
run_08,42.189363,5,8,56884.600,49954.400
run_08,42.189363,5,9,56911.500,50052.400
run_08,42.189363,5,10,56923.400,50153.400
run_08,42.189363,5,11,56922.900,50255.100
run_08,42.189363,5,12,56919.500,50298.500
run_08,42.189363,5,13,56919.500,50298.500
run_08,42.189363,5,14,56919.500,50298.500
run_08,42.189363,6,1,56383.200,49759.200
run_08,42.189363,6,2,56383.200,49759.200
run_08,42.189363,6,3,56484.100,49744.200
run_08,42.189363,6,4,56586.100,49748.000
run_08,42.189363,6,5,56682.300,49781.600
run_08,42.189363,6,6,56761.800,49845.400
run_08,42.189363,6,7,56818.600,49929.900
run_08,42.189363,6,8,56854.200,50025.200
run_08,42.189363,6,9,56872.400,50125.300
run_08,42.189363,6,10,56876.500,50226.900
run_08,42.189363,6,11,56868.900,50328.400
run_08,42.189363,6,12,56851.600,50428.600
run_08,42.189363,6,13,56846.400,50451.300
run_08,42.189363,6,14,56846.400,50451.300
run_08,42.189363,6,15,56846.400,50451.300
run_08,42.189363,7,1,56383.200,49759.500
run_08,42.189363,7,2,56383.200,49759.500
run_08,42.189363,7,3,56485.200,49757.100
run_08,42.189363,7,4,56585.600,49775.500
run_08,42.189363,7,5,56675.500,49823.700
run_08,42.189363,7,6,56745.200,49898.000
run_08,42.189363,7,7,56792.000,49988.500
run_08,42.189363,7,8,56818.600,50086.700
run_08,42.189363,7,9,56828.800,50188.000
run_08,42.189363,7,10,56825.800,50289.800
run_08,42.189363,7,11,56811.800,50390.500
run_08,42.189363,7,12,56788.600,50489.600
run_08,42.189363,7,13,56775.000,50535.800
run_08,42.189363,7,14,56775.000,50535.800
run_08,42.189363,7,15,56775.000,50535.800
run_08,42.189363,8,1,56383.200,49759.700
run_08,42.189363,8,2,56383.200,49759.700
run_08,42.189363,8,3,56484.700,49770.000
run_08,42.189363,8,4,56581.500,49802.300
run_08,42.189363,8,5,56663.600,49862.800
run_08,42.189363,8,6,56723.500,49945.300
run_08,42.189363,8,7,56760.800,50040.100
run_08,42.189363,8,8,56779.100,50140.300
run_08,42.189363,8,9,56781.900,50242.100
run_08,42.189363,8,10,56772.300,50343.400
run_08,42.189363,8,11,56752.500,50443.300
run_08,42.189363,8,12,56724.100,50541.000
run_08,42.189363,8,13,56688.300,50636.200
run_08,42.189363,8,14,56681.400,50652.400
run_08,42.189363,8,15,56681.400,50652.400
run_08,42.189363,8,16,56681.400,50652.400
run_08,42.189363,9,1,56383.100,49760.000
run_08,42.189363,9,2,56383.100,49760.000
run_08,42.189363,9,3,56482.600,49782.800
run_08,42.189363,9,4,56574.200,49827.800
run_08,42.189363,9,5,56647.600,49898.700
run_08,42.189363,9,6,56697.700,49987.400
run_08,42.189363,9,7,56726.100,50085.300
run_08,42.189363,9,8,56736.500,50186.700
run_08,42.189363,9,9,56732.500,50288.400
run_08,42.189363,9,10,56716.800,50389.100
run_08,42.189363,9,11,56691.700,50487.700
run_08,42.189363,9,12,56658.500,50583.900
run_08,42.189363,9,13,56618.300,50677.400
run_08,42.189363,9,14,56603.100,50708.900
run_08,42.189363,9,15,56603.100,50708.900
run_08,42.189363,9,16,56603.100,50708.900
run_08,42.189363,10,1,56383.100,49760.200
run_08,42.189363,10,2,56383.100,49760.200
run_08,42.189363,10,3,56478.900,49795.200
run_08,42.189363,10,4,56563.800,49851.800
run_08,42.189363,10,5,56627.900,49931.200
run_08,42.189363,10,6,56668.600,50024.700
run_08,42.189363,10,7,56688.400,50124.700
run_08,42.189363,10,8,56691.500,50226.500
run_08,42.189363,10,9,56681.100,50327.900
run_08,42.189363,10,10,56660.000,50427.500
run_08,42.189363,10,11,56629.900,50524.800
run_08,42.189363,10,12,56592.300,50619.400
run_08,42.189363,10,13,56548.200,50711.100
run_08,42.189363,10,14,56524.300,50755.300
run_08,42.189363,10,15,56524.300,50755.300
run_08,42.189363,10,16,56524.300,50755.300
run_08,42.189363,11,1,56383.000,49760.400
run_08,42.189363,11,2,56383.000,49760.400
run_08,42.189363,11,3,56473.700,49807.100
run_08,42.189363,11,4,56550.800,49874.000
run_08,42.189363,11,5,56605.300,49960.200
run_08,42.189363,11,6,56636.700,50057.200
run_08,42.189363,11,7,56648.500,50158.500
run_08,42.189363,11,8,56644.600,50260.300
run_08,42.189363,11,9,56628.400,50360.900
run_08,42.189363,11,10,56602.100,50459.300
run_08,42.189363,11,11,56567.600,50555.100
run_08,42.189363,11,12,56526.000,50648.100
run_08,42.189363,11,13,56478.400,50738.000
run_08,42.189363,11,14,56425.300,50824.900
run_08,42.189363,11,15,56418.500,50835.300
run_08,42.189363,11,16,56418.500,50835.300
run_08,42.189363,11,17,56418.500,50835.300
run_08,42.189363,12,1,56382.900,49760.600
run_08,42.189363,12,2,56382.900,49760.600
run_08,42.189363,12,3,56467.100,49818.200
run_08,42.189363,12,4,56535.400,49894.000
run_08,42.189363,12,5,56580.200,49985.700
run_08,42.189363,12,6,56602.600,50085.200
run_08,42.189363,12,7,56606.800,50187.100
run_08,42.189363,12,8,56596.500,50288.500
run_08,42.189363,12,9,56574.700,50388.000
run_08,42.189363,12,10,56543.800,50485.100
run_08,42.189363,12,11,56505.200,50579.300
run_08,42.189363,12,12,56460.000,50670.600
run_08,42.189363,12,13,56409.200,50758.800
run_08,42.189363,12,14,56353.400,50843.900
run_08,42.189363,12,15,56339.100,50864.200
run_08,42.189363,12,16,56339.100,50864.200
run_08,42.189363,12,17,56339.100,50864.200
run_08,42.189363,13,1,56382.700,49760.800
run_08,42.189363,13,2,56382.700,49760.800
run_08,42.189363,13,3,56459.200,49828.300
run_08,42.189363,13,4,56517.900,49911.800
run_08,42.189363,13,5,56553.000,50007.700
run_08,42.189363,13,6,56566.800,50108.700
run_08,42.189363,13,7,56563.700,50210.600
run_08,42.189363,13,8,56547.400,50311.200
run_08,42.189363,13,9,56520.600,50409.600
run_08,42.189363,13,10,56485.300,50505.100
run_08,42.189363,13,11,56442.900,50597.800
run_08,42.189363,13,12,56394.600,50687.400
run_08,42.189363,13,13,56341.000,50774.000
run_08,42.189363,13,14,56282.800,50857.500
run_08,42.189363,13,15,56261.200,50886.300
run_08,42.189363,13,16,56261.200,50886.300
run_08,42.189363,13,17,56261.200,50886.300
run_08,42.189363,14,1,56382.500,49761.000
run_08,42.189363,14,2,56382.500,49761.000
run_08,42.189363,14,3,56450.100,49837.500
run_08,42.189363,14,4,56498.700,49927.200
